Client,Warehouse,Product,2023-10-09,2023-10-16,2023-10-23,2023-10-30,2023-11-06,2023-11-13,2023-11-20,2023-11-27,2023-12-04,2023-12-11,2023-12-18,2023-12-25,2024-01-01
0,3,8874,28.811861,28.977753,28.693922,28.629845,28.589998,28.590034,28.590023,29.197163,29.75,29.75,29.75,29.749979,29.75
0,3,9003,0.11511301,0.38162893,0.92032844,0.615,0.41751707,0.7570142,0.567375,0.5399776,0.9299163,0.17206705,0.6280488,0.47966868,1.0022727
0,3,9025,33.256275,33.409832,32.216785,32.99297,18.75388,30.375883,32.96092,33.277054,34.3,31.805456,34.3,34.3,32.394444
0,3,9055,,,,,,,,,,,,,
0,3,9771,86.85518,87.27091,85.4904,86.2455,86.11,86.11,86.11,88.32958,89.6,89.6,89.600006,89.6,89.6
0,3,9841,24.229753,24.250603,24.273664,23.925488,24.02591,23.974546,23.996122,24.433664,25.014706,24.96375,24.946363,24.924376,25.011002
0,3,10278,20.18,,20.449999,20.18,,20.18,,,,,,21.0,21.0
0,3,10359,44.11356,46.041637,48.613354,48.191933,47.652557,48.1,48.1,49.041706,50.05,50.05,46.880608,49.952812,50.05
0,3,10500,31.877565,32.048916,32.049168,31.24539,31.619892,29.117699,31.603697,32.09494,32.899998,17.312206,29.61,32.702995,21.866465
0,3,11146,34.915245,39.44913,45.040825,36.664913,24.50806,46.732136,45.93073,43.42751,50.673912,37.456364,45.290855,43.432198,52.56383
0,3,11374,5.5920525,5.487399,5.664343,5.903761,5.703031,5.6475363,5.5593405,5.9851336,5.8886757,5.9060044,1.6190348,5.896674,5.8016067
0,3,11418,11.386856,24.430206,44.958466,45.174866,45.070885,44.53647,45.070988,46.145306,46.9,46.9,36.54056,46.9,46.9
0,3,11496,28.098185,25.772455,24.291265,24.538937,23.15838,23.194267,23.483246,24.68684,26.455729,25.67082,24.380825,25.34083,27.34675
0,3,11611,1.365,1.3633333,1.36,,1.345,1.3475,1.345,1.35,,,,1.4,
0,3,12086,157.4502,155.95589,164.60527,159.27692,105.52467,154.81213,104.699295,158.15715,163.45761,162.925,164.89407,162.1211,162.96083
0,3,12167,,,4.77,,,,,,,,4.9,,
0,3,12288,50.63862,50.862076,50.862167,50.300186,50.187763,50.18735,50.187984,51.513187,52.22,52.22,42.050297,52.22,52.22
0,3,12346,,,1.3640001,1.35,,,,,,0.0,0.4375,,
0,3,12891,7.30992,8.134318,7.742021,11.783846,6.949277,5.831835,5.0780396,11.802809,7.130597,7.4626436,8.728125,8.405109,7.736842
0,3,13799,40.711666,40.91,40.91,37.947575,40.360336,37.60977,40.361267,40.835335,42.0,38.266666,42.0,42.0,42.0
0,3,13830,,,,,,,,,,,,,
0,3,13842,54.91486,65.798065,62.59133,73.76162,55.84042,62.353176,54.78899,73.75469,54.47664,58.0944,66.377495,64.86463,57.9075
0,3,13867,13.564792,13.638605,13.638776,13.470101,12.669303,12.953209,13.451324,13.636489,13.444445,14.0,14.0,13.922652,14.0
0,3,13996,1.3607693,1.3631428,1.3633333,1.3468181,1.3461765,0.9289655,1.3475,1.3810713,1.4000001,1.4,1.4000001,1.4000001,1.4
0,3,14320,2.72,2.7270312,2.7272918,2.6947825,2.69,2.69,2.6901696,2.7368085,2.8,2.8000002,2.8,2.8,2.8
0,20,4337,,,,,,,,,,,,,
0,20,4431,38.99,,,,,,,,,,,,
0,20,5871,,36.87,,,36.423332,,36.423332,,37.243336,,,,
0,20,7457,,49.26,,,,,,,,,,,
0,20,8011,,,,144.43,,,,147.68,,,,,
0,20,8264,,133.49,,,,,,,,,,,136.26
0,20,8587,,,,,,,,,,,,,
0,44,207,,,,,,,,,,,,,
0,44,355,54.303997,,,,,,,,,,,,
0,44,394,,,,,,,,,,,,35.213333,
0,44,1345,,,,,,,,,,,,,
0,44,1768,44.715,,,,,,,,,,,,
0,44,2277,,,,,,,,,,,,,
0,44,2622,,,,,,,,,,,,,
0,44,2762,,,,,,,,,,,,,
0,44,3283,,,,,33.23,,,,33.31,,,,
0,44,4673,,,,,,,,,,,,,
0,44,4801,,,,,46.86,,46.97,,,,,,
0,44,4893,,,,,,,,,,,,,
0,44,5147,,,,,,,,,,,,,
0,44,5513,,,,,,,,,,,,,
0,44,5563,,,,,,,,,,,,,
0,44,5921,,,,,,,,,,,,,
0,44,5924,,,,,,,,,,,,,
0,44,8140,,,,,,,,,,,,,
0,44,8654,,,,,,,,,,,,,
0,44,8726,,,,,,,,,,,,,
0,44,9290,,,,,,,,,,,,,
0,44,9438,51.76,,51.75875,,,,,,,,,,
0,44,9541,,,,,,,,,,,,,
0,44,10021,79.091995,,,,,,151.16,,,,,,
0,44,10424,,,,,,,,,,,,,
0,44,10798,,,,,,,,,,,,,36.70778
0,44,11524,131.33182,,,,162.31,,,,162.69,,,,
0,44,11575,,,,,,,,,,,,28.81,
0,44,11756,,,,,,,,,,,,,
0,44,12063,,,,,,,,,,,,,
0,44,12276,,,,,,,,,,,,,
0,44,12360,,,,,,,,,,,,,
0,44,12651,,,,,,,,,,,,,
0,44,12908,,,,,,,,,,,,,
0,44,13089,,,,,,,,,,,,,
0,44,13707,,,,,,,,,,,,,
0,44,13734,,,,,35.15,,,,35.23,,,,
0,44,14239,,,,,,,,,,,,,
0,47,367,,41.06,,,,,,,,40.27,,,
0,47,639,87.4,97.13333,85.33,87.925,,85.33,85.73,100.05,62.32,85.73,85.73,85.73,76.795
0,47,655,,26.13,24.22,25.51,,25.51,25.63,25.63,,25.63,25.63,25.735556,26.59
0,47,1149,,27.83,,,,,27.3,,,,,,
0,47,1485,23.94,,23.94,23.37,23.37,23.37,23.480001,23.48,,,23.48,23.773333,24.36
0,47,1969,,34.65,32.53,,33.829998,33.83,33.99,33.99,33.99,,33.99,33.99,35.26
0,47,3179,,,29.63,,,29.63,,29.77,,,29.77,29.77,
0,47,3234,,20.83,20.83,,,20.33,,20.43,,,,,21.195
0,47,3463,,,,,,,,,,,,,
0,47,3515,68.69,78.23,77.305,76.38,68.69,76.38,49.5,48.53375,58.58,76.74,76.74,77.69666,
0,47,4337,53.39,53.39,52.12,,52.12,52.123333,52.37,52.37,52.37,52.370003,52.37,52.37,54.33
0,47,4431,,32.46,32.458332,31.736666,31.69,,31.807999,31.835,,,31.838001,31.84,
0,47,5317,33.82,,,37.61,37.606667,,39.76,38.81,39.1,,,39.2,
0,47,5604,41.936665,42.2725,42.12857,41.27,41.27,41.27,41.44,41.47,41.47,41.468,41.468334,41.47,
0,47,5619,39.35,39.1175,39.35,38.42,38.42,38.465,38.6,,38.6,38.6,38.6,,40.05
0,47,5657,,31.69,,31.685,,,,31.835,,31.84,,,33.193333
0,47,5871,,,29.53,28.835,,,28.97,,,,28.97,,
0,47,6341,,,69.9,70.1475,,,67.455,67.455,70.48,72.51,67.455,69.98,76.26
0,47,6898,,,40.52,45.07,,,45.29,45.29,,,,,
0,47,7022,,,,32.56,,,32.71,32.71,,,,,
0,47,7186,40.08,41.06,40.57,40.084,,40.08,40.196,40.2725,,40.27,40.27,40.27,41.78
0,47,7457,,39.35,,38.42,,38.42,38.6,,,38.6,38.6,,
0,47,7469,,,,27.33,27.33,27.33,27.46,,,,27.46,,
0,47,7984,,60.29,,,,58.86,,59.14,,59.14,,,61.35
0,47,8011,112.374,112.374,114.006996,115.5,115.5,91.42834,109.90401,111.19833,116.04,101.51,116.04125,106.35667,120.392006
0,47,8157,,20.83,,20.43,,20.33,20.335,20.43,,20.43,,,21.2
0,47,8264,111.08,107.345,111.08,108.45,108.619995,99.698,108.96,108.96,108.96,101.63333,97.97,108.96,108.481995
0,47,8468,,35.94,35.09,35.09,,,,,,,,,
0,47,8587,,,33.75,,,,,,,39.0,,,40.46
0,47,8869,39.76,,39.76,,,,,,,,,,
0,47,10705,,,,,,,38.6,,,38.6,38.6,,
0,47,11000,,26.976667,,28.83,,,28.97,28.97,28.97,,28.97,,
0,47,11015,22.48,25.6,,,22.48,25.0,40.420002,35.9625,40.42,,,,
0,47,11526,,51.28,46.79625,,,,50.302,,,50.3,50.3,,
0,47,11552,26.556,26.833334,26.94,26.3,26.3,26.300001,26.396427,26.42,26.425,26.422667,26.420002,27.41,27.413332
0,47,11721,,,,,,,,,,,,,
0,47,11983,26.13,,25.51,,,,,,,,,,
0,47,12171,,190.34,,,,,,,,,,,
0,47,12298,,,,,,,,,,,,,
0,47,13522,,,,,,,,,,,,,
0,47,14160,,30.83,30.83,30.1,,15.05,30.24,30.24,,29.910002,30.24,30.81,31.615
0,47,14311,,,,,,,,,,36.61,,,
0,48,182,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,
0,48,1228,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,
0,48,2315,43.843334,44.03375,44.03,43.742,43.68,43.66238,43.664547,43.99286,32.754288,34.5708,34.836998,44.12875,45.135
0,48,3067,,,97.87,,93.11,,,98.09,,,69.5775,,
0,48,3120,60.42125,54.992855,55.58421,62.09,56.18778,54.743057,48.965,58.247143,57.114616,62.62,56.0525,56.236786,64.06
0,48,3227,34.345,,33.5675,30.82,30.55,32.375,,32.014,32.11333,34.583332,34.584446,33.094,33.485
0,48,3718,44.145,49.983334,45.419,46.47,44.761425,44.76143,,45.83,43.772,50.1,47.265,45.564003,41.30462
0,48,4354,38.106,39.2675,37.86857,0.0,22.12,40.008,44.25463,,44.71,,,,
0,48,4455,31.302792,29.7672,30.509125,30.706923,30.461138,30.060299,31.896667,30.068525,26.318905,24.409437,22.168024,30.512642,31.625652
0,48,4466,,,46.405,,38.17,46.01,46.02,,37.57,46.51,43.334,46.5,47.56
0,48,5805,25.544,25.5875,25.58889,25.37,25.375,25.37,,25.43875,21.165,25.642729,25.64,25.997,26.232
0,48,5985,,,,,,,,,,,,,
0,48,6061,46.405,46.405,46.39375,46.39,46.015,46.021427,,46.14,46.51,46.505,46.505,46.6375,47.576
0,48,6868,27.65,27.666666,27.656,,19.58,27.42,27.42,27.4275,27.720001,27.725,22.43,27.714998,28.35
0,48,6878,102.33671,101.451096,101.18387,107.42544,128.59334,132.06346,134.92563,136.88177,134.52782,136.18556,134.4432,139.7056,145.1916
0,48,7689,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,
0,48,8398,28.981333,29.155218,28.547592,25.76788,25.412498,24.384808,22.39125,27.226562,28.48611,29.645714,29.356667,29.789698,29.814285
0,48,9145,38.66125,35.545002,36.664665,40.71,36.537693,35.90407,35.985,38.35611,41.14,40.025,38.115,36.82263,39.595455
0,48,9637,96.440735,90.44714,85.58302,118.215,117.722855,117.72,,,,118.98,118.9775,120.799995,
0,48,11171,8.441999,8.466666,8.471143,4.2,8.4,8.398889,6.19,8.4375,8.495,8.493846,8.49,8.5524,8.6875
0,48,11497,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,
0,48,12094,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,
0,48,12238,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,
0,48,12821,215.685,,216.59,214.78,,,,217.07,212.595,0.0,54.2675,,225.76666
0,48,13779,49.816,47.698334,46.555,41.698334,41.305,42.543686,39.151176,46.09,50.100002,47.806667,50.1,,41.107693
0,83,367,44.678,45.2,45.2,44.332,44.333332,44.333332,44.54,44.745,45.16,45.16,45.48,16.594545,46.100002
0,83,639,103.43,95.3,105.84334,101.225,98.0375,114.15,101.22625,99.48572,96.16,96.348,114.186,101.53429,104.81
0,83,655,27.866428,27.169167,27.723684,27.513,27.595,27.235998,27.510714,27.242668,27.965,27.473125,28.366154,23.870667,28.646362
0,83,1018,,,,,,,,,,,,,
0,83,1149,29.7025,29.99,29.995714,29.43,29.416666,29.415,29.416666,29.696665,29.975,29.972,29.973333,30.1,30.596666
0,83,1485,25.61222,25.79875,25.814545,25.36,10.144,25.36,25.413334,25.616667,25.84125,25.837334,25.839998,25.9075,26.38
0,83,1969,34.728184,33.72,34.152725,34.448,34.311428,33.63,33.414,33.497,33.395,33.32875,,30.946363,35.785557
0,83,3053,,,,,,,,,,,,,
0,83,3179,33.45714,31.34,31.932858,33.25222,32.528,33.18,32.3675,33.226997,33.8,32.46,33.8,32.082,34.510002
0,83,3234,25.348,25.34,25.341667,24.855999,,25.33,24.85,25.085,,25.325,25.673332,25.58,25.86
0,83,3463,61.355,60.87,60.87,60.99,61.445,,,,62.02,62.02,63.31,63.312,63.31
0,83,3515,85.72,87.835,91.986664,87.69666,32.171818,87.69666,90.8,57.122353,90.92834,89.34667,92.51,62.36,94.44
0,83,4337,53.149998,53.776665,53.818573,52.85,52.85,52.853996,52.852,53.539375,53.855556,53.965004,53.850002,47.11933,54.971996
0,83,4431,33.997826,34.344048,34.252274,33.681904,30.335333,33.68118,33.745,34.11727,34.312855,34.31407,34.338333,34.763847,35.02682
0,83,5317,44.0275,45.256668,46.26,45.005,41.24,45.188,46.24667,48.325832,42.02,45.22333,46.820004,47.17,47.8
0,83,5619,36.77294,41.38,41.11333,37.95,32.909584,40.58,33.679523,38.55357,38.216667,41.3425,36.105717,35.39745,37.94889
0,83,5657,,34.34,34.208,33.68375,33.6825,33.812,33.68,34.311428,34.313335,34.312,34.32,35.04,35.02667
0,83,5871,32.375,32.61125,32.629047,32.05857,30.825386,32.06,32.1,32.47,32.660908,32.66125,32.66,32.81111,33.34133
0,83,6341,80.52,78.9775,76.58125,77.86,76.307144,76.02167,,77.06,82.03333,79.03,77.450005,58.305,84.07
0,83,6898,46.502,43.256,45.53,46.134,42.47,45.73,43.966663,45.126667,43.15,45.09375,47.97,45.4575,47.73
0,83,7022,34.3575,34.86,34.741764,34.19,34.337692,34.189285,34.19,34.60412,34.83,34.951668,34.829998,20.747272,35.559284
0,83,7186,44.88455,45.20333,45.202427,44.333847,44.334667,44.392143,44.37722,44.821762,45.164,45.16182,45.16,44.089287,46.104446
0,83,7457,41.11333,41.38,41.379997,40.579998,40.579998,40.58125,40.96,41.15,41.34,41.34222,41.34375,28.136667,42.36
0,83,7469,30.44,31.04,31.039091,30.44,17.394285,30.44,30.44,30.782001,31.01,31.01,31.01,31.335,31.658888
0,83,7984,61.67,62.07,62.07,60.87,36.522,60.87,60.87,57.82,62.02,62.02,,31.3325,63.31
0,83,8011,109.85037,114.95545,109.83933,110.75583,88.757385,111.76625,110.28647,108.50072,111.59559,114.274994,114.601,78.062996,117.98667
0,83,8157,,25.34,25.34,24.98,,24.85,25.325,25.2025,25.324999,25.325,25.33,25.5,25.846666
0,83,8264,106.97857,107.04111,104.111664,102.10333,105.205,105.355385,99.822,102.445,107.18364,105.92266,105.46455,109.10571,109.47857
0,83,8468,39.44,,39.8225,39.165714,6.892353,,39.303333,39.6075,39.79,39.796665,39.79,39.79,40.625
0,83,8587,39.746666,42.71,43.51,34.46,43.515,43.51,43.52,43.51,43.515,43.51,,44.42,44.42
0,83,8869,43.55,,43.55,,,,,,,,,,
0,83,10705,40.98,41.38,41.38,40.579998,18.72923,40.579998,41.34,40.833332,41.34,41.34,41.34,34.736668,
0,83,11000,30.0575,31.148182,31.497585,32.173183,19.523888,32.06,29.841333,31.236889,32.66,30.54125,31.249166,33.0355,32.259377
0,83,11015,27.779999,28.589998,30.0,26.41,26.41,26.41,29.43,42.68,28.435,26.9,29.98,36.406666,25.493334
0,83,11526,58.98,62.07,62.07,60.873333,,,60.87,,,,,,
0,83,11552,28.5575,28.835909,28.775768,28.308847,19.525112,28.362,28.355217,28.662777,28.839998,28.840002,28.886152,25.655201,29.44
0,83,11983,28.34,28.156668,28.248335,27.79,27.793333,27.793333,27.88,28.32,28.32,28.32,28.32,28.516668,28.91
0,83,12171,198.72,,198.72,194.89,,,194.89,196.11334,198.56,198.56,,200.63,202.7
0,83,12298,,,112.23,110.07,,110.07667,,,112.14,112.14,112.14,,
0,83,13522,46.842915,47.37594,47.324738,46.69083,30.976152,16.486612,11.615625,37.170002,,,,,
0,83,14160,32.275,32.59,32.5875,31.96,23.788462,30.66625,30.07818,32.474285,32.56,32.673332,10.916,32.786667,33.24
0,83,14311,49.56,49.55,49.357998,48.595715,38.350002,41.763332,39.28091,46.392857,39.071667,49.51,44.5475,41.692,
0,95,367,,,,,,,,52.95,,,,52.95,
0,95,639,,,,,,,,,106.82,,,,107.97
0,95,655,32.81,,,,,,,33.14,,,,,
0,95,1149,,,,,,,,,,,,,
0,95,1969,42.91,,,,,,42.37,,,,,,
0,95,3179,,,,,,,,,,,,,
0,95,3234,,,,,,,,,,,,,
0,95,3463,,,,,,,,,,,,,63.24
0,95,3515,,,,,,,,,,,,,
